"id","sourceFile","line","fileSha256","contentSha256","from","before","after","disposition","ownerId","literalDestinationBefore","literalDestinationAfter","literalSelectedCanonicalTarget","currentFinalOwner","effectiveFinalCanonicalOwner","sourceShadowedByExistingControlledPage","statusBefore","statusAfter","forceBefore","forceAfter","conditionsBefore","conditionsAfter","orderBefore","orderAfter","protectedCohort","scope","semanticInvariant","reason","requiredConditions","currentEffectiveResponse","proposedEffectiveResponse","testIds","rollback"
"REDIRECT-L0417-9ec81199bdd5","_redirects","417","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","9ec81199bdd5a45cdb97f52e2e324898cc84cc20774f1fe2d7f6800686bcc427","/product/infinite-cypress-pine/","/product/infinite-cypress-pine/ /laminate-flooring-sydney/ 301","/product/infinite-cypress-pine/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","417","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-cypress-pine/"",""historicalTarget"":""/products/infinite-cypress-pine/"",""historicalStatus"":""301"",""historicalLine"":416,""historicalRuleHash"":""1761891fc6e47a05b7b609253d574a4bcf751b6aec3fd0ee287ab1c00ce3979c"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-cypress-pine/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-cypress-pine/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L417""]","{""restoreExactRule"":""/product/infinite-cypress-pine/ /laminate-flooring-sydney/ 301"",""anchorHash"":""9a4089023258d98e3cf35b4488ed992956f43253fc53cf029a693c1a252fda22"",""restoreOrder"":417}"
"REDIRECT-L0418-6d576985c39f","_redirects","418","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","6d576985c39f256e15161174a571704ff0a60f6be2222df06ea3296ea0dc22dc","/product/infinite-antique-brass/","/product/infinite-antique-brass/ /laminate-flooring-sydney/ 301","/product/infinite-antique-brass/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","418","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-antique-brass/"",""historicalTarget"":""/products/infinite-antique-brass/"",""historicalStatus"":""301"",""historicalLine"":417,""historicalRuleHash"":""cd1fc4fd8ee7df6c87d5f34eff3619842ca95f8e4abcdbc86b89b1c594ceecae"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-antique-brass/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-antique-brass/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L418""]","{""restoreExactRule"":""/product/infinite-antique-brass/ /laminate-flooring-sydney/ 301"",""anchorHash"":""244b423d7c9bcfde941ecc7e5d70572fe43ffa7e4aa3b9ec59f82d96e6aaa52b"",""restoreOrder"":418}"
"REDIRECT-L0419-f15e25f35fc6","_redirects","419","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","f15e25f35fc6a94285ddae875410404671d0c174fb02826befa4a7b74169a605","/product/infinite-jarrah/","/product/infinite-jarrah/ /laminate-flooring-sydney/ 301","/product/infinite-jarrah/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","419","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-jarrah/"",""historicalTarget"":""/products/infinite-jarrah/"",""historicalStatus"":""301"",""historicalLine"":418,""historicalRuleHash"":""2f6124b70a3c33bb88993d6bbd9bac00df1d1fb76e8c6f9031dae754d1343146"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-jarrah/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-jarrah/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L419""]","{""restoreExactRule"":""/product/infinite-jarrah/ /laminate-flooring-sydney/ 301"",""anchorHash"":""0411d9afc809a115c79df08d7544ba1df55666a2721f4b5a63a2ffc23d0e55b5"",""restoreOrder"":419}"
"REDIRECT-L0420-fa02c9da2ef8","_redirects","420","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","fa02c9da2ef8d0641b79aa7b9b7d994397946e632ca6587cda6376837dce7874","/product/infinite-barrnyard-grey/","/product/infinite-barrnyard-grey/ /laminate-flooring-sydney/ 301","/product/infinite-barrnyard-grey/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","420","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-barrnyard-grey/"",""historicalTarget"":""/products/infinite-barrnyard-grey/"",""historicalStatus"":""301"",""historicalLine"":419,""historicalRuleHash"":""e6aab7cce6e3c1595ace4c8c9e2ba4dc9d2daafc8861309bbe309ff06bfca723"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-barrnyard-grey/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-barrnyard-grey/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L420""]","{""restoreExactRule"":""/product/infinite-barrnyard-grey/ /laminate-flooring-sydney/ 301"",""anchorHash"":""a403cacd38fb4a2490e8be9051ad15caa7c4bd8fcb90d8fbe990dd76964ed2b4"",""restoreOrder"":420}"
"REDIRECT-L0421-58f31ac9b99f","_redirects","421","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","58f31ac9b99f2ff0d0560138a706c541d66149d6f8772921ed0c184bd4ef1830","/product/infinite-le-sands/","/product/infinite-le-sands/ /laminate-flooring-sydney/ 301","/product/infinite-le-sands/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","421","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-le-sands/"",""historicalTarget"":""/products/infinite-le-sands/"",""historicalStatus"":""301"",""historicalLine"":420,""historicalRuleHash"":""d00ed790495b8756d928b55dee93538593c911630527c0b6ebdb42676334db5a"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-le-sands/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-le-sands/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L421""]","{""restoreExactRule"":""/product/infinite-le-sands/ /laminate-flooring-sydney/ 301"",""anchorHash"":""4cf54d8f4ef9664ad76aa36924a3eedc255b19ee68b83a96134d026821248e26"",""restoreOrder"":421}"
"REDIRECT-L0422-14cce964a970","_redirects","422","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","14cce964a97047cc09acd26b97a55d3c5fb1b11af4b8f888152598ab94d60405","/product/infinite-silky-silver/","/product/infinite-silky-silver/ /laminate-flooring-sydney/ 301","/product/infinite-silky-silver/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","422","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-silky-silver/"",""historicalTarget"":""/products/infinite-silky-silver/"",""historicalStatus"":""301"",""historicalLine"":421,""historicalRuleHash"":""bfb3da1edfe3e6f0b4944c129a47442fd4b965dd517ba843acfa538a68caae3a"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-silky-silver/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-silky-silver/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L422""]","{""restoreExactRule"":""/product/infinite-silky-silver/ /laminate-flooring-sydney/ 301"",""anchorHash"":""183afb9da1049f815814cd9fe2ee0b3ba36eb92ac4e389365265eb7da2520a47"",""restoreOrder"":422}"
"REDIRECT-L0423-2f3c40340ca4","_redirects","423","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","2f3c40340ca443373674789087856540b53672e1502babcfd6bb8e93ce7731da","/product/infinite-iron-grey/","/product/infinite-iron-grey/ /laminate-flooring-sydney/ 301","/product/infinite-iron-grey/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","423","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-iron-grey/"",""historicalTarget"":""/products/infinite-iron-grey/"",""historicalStatus"":""301"",""historicalLine"":422,""historicalRuleHash"":""fe5d76b591efbf0d4abdafc0d3258606deb6dcca2f227fdc96b0ba901d35d9e7"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-iron-grey/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-iron-grey/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L423""]","{""restoreExactRule"":""/product/infinite-iron-grey/ /laminate-flooring-sydney/ 301"",""anchorHash"":""7945c57dbbc264b8eff6e5b54e4f00041a153fafdfb187ca83f89e5f15f334e9"",""restoreOrder"":423}"
"REDIRECT-L0424-7ee45e6ed116","_redirects","424","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","7ee45e6ed1165d8983f3fb9bade6d326509a127df39fe2a0dce9bfb7add5d7d1","/product/infinite-moonlight/","/product/infinite-moonlight/ /laminate-flooring-sydney/ 301","/product/infinite-moonlight/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","424","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-moonlight/"",""historicalTarget"":""/products/infinite-moonlight/"",""historicalStatus"":""301"",""historicalLine"":423,""historicalRuleHash"":""f9d0a682951dffe507d0d0e0521235c473698d407f196de4276f67d5040e4c0b"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-moonlight/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-moonlight/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L424""]","{""restoreExactRule"":""/product/infinite-moonlight/ /laminate-flooring-sydney/ 301"",""anchorHash"":""42118f1d6640380579b8072e5b9bfff682a546dff1c9fcc8bf638e114753ef05"",""restoreOrder"":424}"
"REDIRECT-L0425-046efc26cab8","_redirects","425","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","046efc26cab8cb2fb618fc9904286a875bda606460e3c20267d31d8c63fafd39","/product/infinite-seashell/","/product/infinite-seashell/ /laminate-flooring-sydney/ 301","/product/infinite-seashell/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","425","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-seashell/"",""historicalTarget"":""/products/infinite-seashell/"",""historicalStatus"":""301"",""historicalLine"":424,""historicalRuleHash"":""095132cf8fd0f7d38a27b3f2150923e32d4b2309107c41532ad799361f4e6182"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-seashell/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-seashell/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L425""]","{""restoreExactRule"":""/product/infinite-seashell/ /laminate-flooring-sydney/ 301"",""anchorHash"":""e211da7231f9f6ef359436992d1212e08028904b9d58734c8295bb775e3f5394"",""restoreOrder"":425}"
"REDIRECT-L0426-18b1694dda6f","_redirects","426","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","18b1694dda6fc315a3f7a3fbc46418c28e496859a8b58aed468b242da016ab70","/product/infinite-aged-teak/","/product/infinite-aged-teak/ /laminate-flooring-sydney/ 301","/product/infinite-aged-teak/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","426","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-aged-teak/"",""historicalTarget"":""/products/infinite-aged-teak/"",""historicalStatus"":""301"",""historicalLine"":425,""historicalRuleHash"":""510ff2819810b7bd631215b00796e2c36e1f11b13eed03386795258ee67c30f8"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-aged-teak/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-aged-teak/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L426""]","{""restoreExactRule"":""/product/infinite-aged-teak/ /laminate-flooring-sydney/ 301"",""anchorHash"":""72ee35ebb3a0bdb4dd3d33ed76cf790f9d8173d4f8448386aa587fe4befa4801"",""restoreOrder"":426}"
"REDIRECT-L0427-468151c9d204","_redirects","427","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","468151c9d204aa277ddd173b530dca1aa0565085020e49b870de37de77ac25d1","/product/infinite-white-oak/","/product/infinite-white-oak/ /laminate-flooring-sydney/ 301","/product/infinite-white-oak/ /laminate/ 301","RETARGET_DIRECTLY_TO_SELECTED_OWNER","route-laminate","/laminate-flooring-sydney/","/laminate/","/laminate/","https://oztimberfloor.com.au/laminate-flooring-sydney/","https://oztimberfloor.com.au/laminate/","false","301","301","false","false","[]","[]","427","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/infinite-white-oak/"",""historicalTarget"":""/products/infinite-white-oak/"",""historicalStatus"":""301"",""historicalLine"":426,""historicalRuleHash"":""c5ad5a2866f7383d32f064b5a3458c4cd60211ccbd9b2f618405525434b63ba9"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","PROTECTED_OWNER_ADDRESS_ONLY","Laminate flooring","Address-only move to the same selected category/service identity; avoids the candidate-to-owner second application redirect.","","{""status"":200,""hops"":1,""path"":""/laminate-flooring-sydney/"",""query"":"""",""file"":""laminate-flooring-sydney.html"",""canonical"":""https://oztimberfloor.com.au/laminate-flooring-sydney/"",""noindex"":false,""trail"":[""/product/infinite-white-oak/ /laminate-flooring-sydney/ 301"",""/laminate-flooring-sydney/ /laminate-flooring-sydney.html 200!""]}","{""status"":200,""hops"":1,""path"":""/laminate/"",""query"":"""",""file"":""laminate.html"",""canonical"":""https://oztimberfloor.com.au/laminate/"",""noindex"":false,""trail"":[""/product/infinite-white-oak/ /laminate/ 301"",""/laminate/ /laminate.html 200!""]}","[""RULE-L427""]","{""restoreExactRule"":""/product/infinite-white-oak/ /laminate-flooring-sydney/ 301"",""anchorHash"":""3f629f85f92db04795bda5eb0fe862de4bdb084a536afcb5ff50fc01b71c1dee"",""restoreOrder"":427}"
"REDIRECT-L0429-ca715d9467da","_redirects","429","d40d78e4ceecc6de30302c9a30e689504da9e4bbb4caddd1c38e3f939c27ac84","ca715d9467da414ecc3a379ad9dc795f586eb529372414e93abbc5a7e7a6aa4b","/product/prestige-oak-chestnut/","/product/prestige-oak-chestnut/ /ranges/prestige-oak/ 301","/product/prestige-oak-chestnut/ /ranges/prestige-oak/ 301","KEEP_UNCHANGED_WITH_REASON","","/ranges/prestige-oak/","/ranges/prestige-oak/","","https://oztimberfloor.com.au/ranges/prestige-oak/","https://oztimberfloor.com.au/ranges/prestige-oak/","false","301","301","false","false","[]","[]","429","same original anchor; added variants precede original terminal 404","{""member"":true,""plain301"":true,""historicalSource"":""/product/prestige-oak-chestnut/"",""historicalTarget"":""/products/prestige-oak-chestnut/"",""historicalStatus"":""301"",""historicalLine"":428,""historicalRuleHash"":""dcb2065346b7efb89290054af5dd6f619b0f99ce2e0cf29d7fe87a089bd7af78"",""definition"":""Historical redirect destinations joined to exact approved controlled route keys"",""redirectRevision"":""efdcebc4e77a5125c1896199c96a9fd13d983078"",""controlRevision"":""35bf6a82abb5abe750595692c31ccb4fded9509a""}","UNCHANGED_NEGATIVE_CONTROL","Unchanged existing semantic destination; no new product/retirement assertion.","Outside the nine canonical-owner transitions; retain exact rule bytes/order.","","{""status"":200,""hops"":1,""path"":""/ranges/prestige-oak/"",""query"":"""",""file"":""ranges/prestige-oak/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/prestige-oak/"",""noindex"":false,""trail"":[""/product/prestige-oak-chestnut/ /ranges/prestige-oak/ 301""]}","{""status"":200,""hops"":1,""path"":""/ranges/prestige-oak/"",""query"":"""",""file"":""ranges/prestige-oak/index.html"",""canonical"":""https://oztimberfloor.com.au/ranges/prestige-oak/"",""noindex"":false,""trail"":[""/product/prestige-oak-chestnut/ /ranges/prestige-oak/ 301""]}","[""RULE-L429""]","{""restoreExactRule"":""/product/prestige-oak-chestnut/ /ranges/prestige-oak/ 301"",""anchorHash"":""ca715d9467da414ecc3a379ad9dc795f586eb529372414e93abbc5a7e7a6aa4b"",""restoreOrder"":429}"
