old_url,old_path,old_type,old_topic,priority,internal_links,external_links_if_available,new_target,target_status,redirect_status,action,reason,notes
https://oztimberfloor.com.au/,/,homepage,home,P0,481,,/,exists,200 live,keep live,Root homepage remains the live canonical destination.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-villeroy-boch-heritage-blue-leaf/,/product/eco-eco-villeroy-boch-heritage-blue-leaf/,product,eco-eco-villeroy-boch-heritage-blue-leaf,P2,,,/products/villeroy-and-boch-heritage-blue-leaf/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-villeroy-boch-heritage-travertin-hickory/,/product/eco-eco-villeroy-boch-heritage-travertin-hickory/,product,eco-eco-villeroy-boch-heritage-travertin-hickory,P2,,,/products/villeroy-and-boch-heritage-travertin-hickory/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-villeroy-boch-heritage-travertin-oak/,/product/eco-eco-villeroy-boch-heritage-travertin-oak/,product,eco-eco-villeroy-boch-heritage-travertin-oak,P2,,,/products/villeroy-and-boch-heritage-travertin-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-coastal-blackbutt/,/product/eco-eco-xxl-8mm-coastal-blackbutt/,product,eco-eco-xxl-8mm-coastal-blackbutt,P2,,,/products/xxl-8-0-hybrid-coastal-blackbutt/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-cotton-oak/,/product/eco-eco-xxl-8mm-cotton-oak/,product,eco-eco-xxl-8mm-cotton-oak,P2,,,/products/xxl-8-0-hybrid-cotton-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-ebony/,/product/eco-eco-xxl-8mm-ebony/,product,eco-eco-xxl-8mm-ebony,P2,,,/products/xxl-8-0-hybrid-ebony/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-oak-atlanta/,/product/eco-eco-xxl-8mm-oak-atlanta/,product,eco-eco-xxl-8mm-oak-atlanta,P2,,,/products/xxl-8-0-hybrid-oak-atlanta/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-oak-saffron/,/product/eco-eco-xxl-8mm-oak-saffron/,product,eco-eco-xxl-8mm-oak-saffron,P2,,,/products/xxl-8-0-hybrid-oak-saffron/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-oak-sofia/,/product/eco-eco-xxl-8mm-oak-sofia/,product,eco-eco-xxl-8mm-oak-sofia,P2,,,/products/xxl-8-0-hybrid-oak-sofia/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-oak-titanium/,/product/eco-eco-xxl-8mm-oak-titanium/,product,eco-eco-xxl-8mm-oak-titanium,P2,,,/products/xxl-8-0-hybrid-oak-titanium/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-pearl-grey/,/product/eco-eco-xxl-8mm-pearl-grey/,product,eco-eco-xxl-8mm-pearl-grey,P2,,,/products/xxl-8-0-hybrid-pearl-grey/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-royal-oak/,/product/eco-eco-xxl-8mm-royal-oak/,product,eco-eco-xxl-8mm-royal-oak,P2,,,/products/xxl-8-0-hybrid-royal-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-seashell-white/,/product/eco-eco-xxl-8mm-seashell-white/,product,eco-eco-xxl-8mm-seashell-white,P2,,,/products/xxl-8-0-hybrid-seashell-white/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-spotted-gum-hybrid/,/product/eco-eco-xxl-8mm-spotted-gum-hybrid/,product,eco-eco-xxl-8mm-spotted-gum-hybrid,P2,,,/products/xxl-8-0-hybrid-spotted-gum-hybrid/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-eco-xxl-8mm-walnut-brown/,/product/eco-eco-xxl-8mm-walnut-brown/,product,eco-eco-xxl-8mm-walnut-brown,P2,,,/products/xxl-8-0-hybrid-walnut-brown/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-bella/,/product/eco-grande-9mm-bella/,product,eco-grande-9mm-bella,P2,,,/products/grande-9-0-hybrid-bella/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-capri/,/product/eco-grande-9mm-capri/,product,eco-grande-9mm-capri,P2,,,/products/grande-9-0-hybrid-capri/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-chalk/,/product/eco-grande-9mm-chalk/,product,eco-grande-9mm-chalk,P2,,,/products/grande-9-0-hybrid-chalk/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-ghost-gum/,/product/eco-grande-9mm-ghost-gum/,product,eco-grande-9mm-ghost-gum,P2,,,/products/grande-9-0-hybrid-ghost-gum/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-hawthorn/,/product/eco-grande-9mm-hawthorn/,product,eco-grande-9mm-hawthorn,P2,,,/products/grande-9-0-hybrid-hawthorn/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-northen-spotted-gum/,/product/eco-grande-9mm-northen-spotted-gum/,product,eco-grande-9mm-northen-spotted-gum,P2,,,/products/grande-9-0-hybrid-northen-spotted-gum/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-pacific-blackbutt/,/product/eco-grande-9mm-pacific-blackbutt/,product,eco-grande-9mm-pacific-blackbutt,P2,,,/products/grande-9-0-hybrid-pacific-blackbutt/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-raven/,/product/eco-grande-9mm-raven/,product,eco-grande-9mm-raven,P2,,,/products/grande-9-0-hybrid-raven/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-sand/,/product/eco-grande-9mm-sand/,product,eco-grande-9mm-sand,P2,,,/products/grande-9-0-hybrid-sand/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-grande-9mm-sparrow/,/product/eco-grande-9mm-sparrow/,product,eco-grande-9mm-sparrow,P2,,,/products/grande-9-0-hybrid-sparrow/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-ambient-sand/,/product/eco-swish-oak-natura-ambient-sand/,product,eco-swish-oak-natura-ambient-sand,P2,,,/products/swish-oak-natura-ambient-sand/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-belfort-oak/,/product/eco-swish-oak-natura-belfort-oak/,product,eco-swish-oak-natura-belfort-oak,P2,,,/products/swish-oak-natura-belfort-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-canyon-oak/,/product/eco-swish-oak-natura-canyon-oak/,product,eco-swish-oak-natura-canyon-oak,P2,,,/products/swish-oak-natura-canyon-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-danish-white/,/product/eco-swish-oak-natura-danish-white/,product,eco-swish-oak-natura-danish-white,P2,,,/products/swish-oak-natura-danish-white/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-fiano-brown/,/product/eco-swish-oak-natura-fiano-brown/,product,eco-swish-oak-natura-fiano-brown,P2,,,/products/swish-oak-natura-fiano-brown/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-french-carbon/,/product/eco-swish-oak-natura-french-carbon/,product,eco-swish-oak-natura-french-carbon,P2,,,/products/swish-oak-natura-french-carbon/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-french-ghost/,/product/eco-swish-oak-natura-french-ghost/,product,eco-swish-oak-natura-french-ghost,P2,,,/products/swish-oak-natura-french-ghost/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-french-natural/,/product/eco-swish-oak-natura-french-natural/,product,eco-swish-oak-natura-french-natural,P2,,,/products/swish-oak-natura-french-natural/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-herringbone-ambient-sand/,/product/eco-swish-oak-natura-herringbone-ambient-sand/,product,eco-swish-oak-natura-herringbone-ambient-sand,P2,,,/products/swish-oak-natura-herringbone-ambient-sand-herringbone/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-herringbone-danish-white/,/product/eco-swish-oak-natura-herringbone-danish-white/,product,eco-swish-oak-natura-herringbone-danish-white,P2,,,/products/swish-oak-natura-herringbone-danish-white-herringbone/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-herringbone-fiano-brown/,/product/eco-swish-oak-natura-herringbone-fiano-brown/,product,eco-swish-oak-natura-herringbone-fiano-brown,P2,,,/products/swish-oak-natura-herringbone-fiano-brown-herringbone/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-herringbone-french-carbon/,/product/eco-swish-oak-natura-herringbone-french-carbon/,product,eco-swish-oak-natura-herringbone-french-carbon,P2,,,/products/swish-oak-natura-herringbone-french-carbon-herringbone/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-herringbone-french-ghost/,/product/eco-swish-oak-natura-herringbone-french-ghost/,product,eco-swish-oak-natura-herringbone-french-ghost,P2,,,/products/swish-oak-natura-herringbone-french-ghost-herringbone/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-herringbone-french-natural/,/product/eco-swish-oak-natura-herringbone-french-natural/,product,eco-swish-oak-natura-herringbone-french-natural,P2,,,/products/swish-oak-natura-herringbone-french-natural-herringbone/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-nordic-limed/,/product/eco-swish-oak-natura-nordic-limed/,product,eco-swish-oak-natura-nordic-limed,P2,,,/products/swish-oak-natura-nordic-limed/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-nordic-spring/,/product/eco-swish-oak-natura-nordic-spring/,product,eco-swish-oak-natura-nordic-spring,P2,,,/products/swish-oak-natura-nordic-spring/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-oak-dove-grey/,/product/eco-swish-oak-natura-oak-dove-grey/,product,eco-swish-oak-natura-oak-dove-grey,P2,,,/products/swish-oak-natura-oak-dove-grey/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-oak-grey-harmony/,/product/eco-swish-oak-natura-oak-grey-harmony/,product,eco-swish-oak-natura-oak-grey-harmony,P2,,,/products/swish-oak-natura-oak-grey-harmony/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-odense-grey/,/product/eco-swish-oak-natura-odense-grey/,product,eco-swish-oak-natura-odense-grey,P2,,,/products/swish-oak-natura-odense-grey/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-oyster-grey/,/product/eco-swish-oak-natura-oyster-grey/,product,eco-swish-oak-natura-oyster-grey,P2,,,/products/swish-oak-natura-oyster-grey/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-raw-caramel/,/product/eco-swish-oak-natura-raw-caramel/,product,eco-swish-oak-natura-raw-caramel,P2,,,/products/swish-oak-natura-raw-caramel/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/eco-swish-oak-natura-raw-leaf/,/product/eco-swish-oak-natura-raw-leaf/,product,eco-swish-oak-natura-raw-leaf,P2,,,/products/swish-oak-natura-raw-leaf/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/etf-hybrid-spc-9mm-dexter-oak/,/product/etf-hybrid-spc-9mm-dexter-oak/,product,etf-hybrid-spc-9mm-dexter-oak,P2,,,/products/etf-hybrid-spc-9mm-dexter-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/etf-hybrid-spc-9mm-driftwood/,/product/etf-hybrid-spc-9mm-driftwood/,product,etf-hybrid-spc-9mm-driftwood,P2,5,,/products/etf-hybrid-spc-9mm-driftwood/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/etf-hybrid-spc-9mm-grey-oak/,/product/etf-hybrid-spc-9mm-grey-oak/,product,etf-hybrid-spc-9mm-grey-oak,P2,,,/products/etf-hybrid-spc-9mm-grey-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/etf-hybrid-spc-9mm-helena-oak/,/product/etf-hybrid-spc-9mm-helena-oak/,product,etf-hybrid-spc-9mm-helena-oak,P2,,,/products/etf-hybrid-spc-9mm-helena-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/etf-hybrid-spc-9mm-new-zealand-blackbutt/,/product/etf-hybrid-spc-9mm-new-zealand-blackbutt/,product,etf-hybrid-spc-9mm-new-zealand-blackbutt,P2,3,,/products/etf-hybrid-spc-9mm-new-zealand-blackbutt/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/etf-hybrid-spc-9mm-oslo-oak-grey/,/product/etf-hybrid-spc-9mm-oslo-oak-grey/,product,etf-hybrid-spc-9mm-oslo-oak-grey,P2,,,/products/etf-hybrid-spc-9mm-oslo-oak-grey/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/etf-hybrid-spc-9mm-spotted-gum/,/product/etf-hybrid-spc-9mm-spotted-gum/,product,etf-hybrid-spc-9mm-spotted-gum,P2,,,/products/etf-hybrid-spc-9mm-spotted-gum/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-age-carbonised-oak/,/product/grandoak-age-carbonised-oak/,product,grandoak-age-carbonised-oak,P2,,,/products/grandoak-age-carbonised-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-arctic-oak/,/product/grandoak-arctic-oak/,product,grandoak-arctic-oak,P2,,,/products/grandoak-arctic-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-baliness-oak/,/product/grandoak-baliness-oak/,product,grandoak-baliness-oak,P2,,,/products/grandoak-baliness-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-black-forest/,/product/grandoak-black-forest/,product,grandoak-black-forest,P2,,,/products/grandoak-black-forest/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-black-opal/,/product/grandoak-black-opal/,product,grandoak-black-opal,P2,,,/products/grandoak-black-opal/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-burnt-oak/,/product/grandoak-burnt-oak/,product,grandoak-burnt-oak,P2,,,/products/grandoak-burnt-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-canyon-oak/,/product/grandoak-canyon-oak/,product,grandoak-canyon-oak,P2,,,/products/grandoak-canyon-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-desert-oak/,/product/grandoak-desert-oak/,product,grandoak-desert-oak,P2,,,/products/grandoak-desert-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-driftwood/,/product/grandoak-driftwood/,product,grandoak-driftwood,P2,,,/products/grandoak-driftwood/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-european-oak/,/product/grandoak-european-oak/,product,grandoak-european-oak,P2,,,/products/grandoak-european-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-french-grey/,/product/grandoak-french-grey/,product,grandoak-french-grey,P2,,,/products/grandoak-french-grey/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-ghost-white/,/product/grandoak-ghost-white/,product,grandoak-ghost-white,P2,,,/products/grandoak-ghost-white/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-gunsynd-oak/,/product/grandoak-gunsynd-oak/,product,grandoak-gunsynd-oak,P2,,,/products/grandoak-gunsynd-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-limed-oak/,/product/grandoak-limed-oak/,product,grandoak-limed-oak,P2,,,/products/grandoak-limed-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-milano-oak/,/product/grandoak-milano-oak/,product,grandoak-milano-oak,P2,,,/products/grandoak-milano-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-mink-grey/,/product/grandoak-mink-grey/,product,grandoak-mink-grey,P2,,,/products/grandoak-mink-grey/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-moroccan-oak/,/product/grandoak-moroccan-oak/,product,grandoak-moroccan-oak,P2,,,/products/grandoak-moroccan-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-natural-oak/,/product/grandoak-natural-oak/,product,grandoak-natural-oak,P2,,,/products/grandoak-natural-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-persian-oak/,/product/grandoak-persian-oak/,product,grandoak-persian-oak,P2,,,/products/grandoak-persian-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-trio-smoked-oak/,/product/grandoak-trio-smoked-oak/,product,grandoak-trio-smoked-oak,P2,,,/products/grandoak-trio-smoked-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-uluru-oak/,/product/grandoak-uluru-oak/,product,grandoak-uluru-oak,P2,,,/products/grandoak-uluru-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grandoak-white-smoked-oak/,/product/grandoak-white-smoked-oak/,product,grandoak-white-smoked-oak,P2,,,/products/grandoak-white-smoked-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/grey-ironbark/,/product/grey-ironbark/,product,grey-ironbark,P2,,,/products/grey-ironbark/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/hardwood-collection-aged-spotted-gum/,/product/hardwood-collection-aged-spotted-gum/,product,hardwood-collection-aged-spotted-gum,P2,,,/products/oakleaf-laminate-aged-spotted-gum/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/hardwood-collection-blackbutt/,/product/hardwood-collection-blackbutt/,product,hardwood-collection-blackbutt,P2,,,/products/hydroplank-wpc-blackbutt/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/hardwood-collection-cannes/,/product/hardwood-collection-cannes/,product,hardwood-collection-cannes,P2,,,/products/prestige-oak-prestige-oak-cannes/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/hardwood-collection-classic-oak/,/product/hardwood-collection-classic-oak/,product,hardwood-collection-classic-oak,P2,,,/products/oakleaf-laminate-classic-oak/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/hardwood-collection-dark-rum/,/product/hardwood-collection-dark-rum/,product,hardwood-collection-dark-rum,P2,,,/products/pronto-engineered-oak-dark-rum/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/hardwood-collection-herringbone-blackbutt/,/product/hardwood-collection-herringbone-blackbutt/,product,hardwood-collection-herringbone-blackbutt,P2,,,/products/fiddleback-herringbone-blackbutt/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/hardwood-collection-herringbone-golden-sands-preference-floors/,/product/hardwood-collection-herringbone-golden-sands-preference-floors/,product,hardwood-collection-herringbone-golden-sands-preference-floors,P2,,,/products/hardwood-collection-herringbone-golden-sands/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
https://oztimberfloor.com.au/product/hardwood-collection-herringbone-pebble-reef-preference-floors/,/product/hardwood-collection-herringbone-pebble-reef-preference-floors/,product,hardwood-collection-herringbone-pebble-reef-preference-floors,P2,,,/products/hardwood-collection-herringbone-pebble-reef/,existing destination,301 implemented,301 redirect,Mapped to the closest live product page to preserve colour/product intent.,Search Console exports not present in repo; link metrics pending.
